leader,start_date,end_date,destination_country,locale,details,source,country_leader,year,flags,aspi_comparable
Barack Obama,2015-01-27,2015-01-27,Saudi Arabia,Riyadh,Met with King Salman bin Abdel Aziz al-Saud and senior officials.,US State Dept Office of the Historian,United States,2015,diplomatic_engagement,True
Barack Obama,2015-01-27,2015-01-27,Germany,Ramstein Air Force Base,Stopped while returning to Washington.,US State Dept Office of the Historian,United States,2015,stopover,False
Barack Obama,2015-04-08,2015-04-09,Jamaica,Kingston,Attended a CARICOM meeting.,US State Dept Office of the Historian,United States,2015,,True
Barack Obama,2015-04-09,2015-04-11,Panama,Panama City,Attended a Summit of the Americas meeting.,US State Dept Office of the Historian,United States,2015,,True
Barack Obama,2015-06-07,2015-06-08,Germany,"Munich, Krun, Elmau",Attended the G-7 Summit Meeting.,US State Dept Office of the Historian,United States,2015,diplomatic_engagement,True
Barack Obama,2015-07-24,2015-07-24,Germany,Ramstein Air Force Base,"Stopped en route to Nairobi, Kenya.",US State Dept Office of the Historian,United States,2015,stopover,False
Barack Obama,2015-07-24,2015-07-26,Kenya,Nairobi,Attended Global Entrepreneurship Summit and met with President Uhuru Kenyatta. Attended a State dinner.,US State Dept Office of the Historian,United States,2015,diplomatic_engagement,True
Barack Obama,2015-07-26,2015-07-28,Ethiopia,Addis Ababa,Attended a meeting on South Sudan and Counterterrorism Issues and met with Prime Minister Hailemariam Desalegn (State dinner). Addressed the African Union.,US State Dept Office of the Historian,United States,2015,diplomatic_engagement,True
Barack Obama,2015-07-28,2015-07-28,Germany,Ramstein Air Force Base,"Stopped en route from Addis Ababa, Ethiopia.",US State Dept Office of the Historian,United States,2015,stopover,False
Barack Obama,2015-11-15,2015-11-16,Turkey,Antalya,Attended the G-20 Economic Summit.,US State Dept Office of the Historian,United States,2015,diplomatic_engagement,True
Barack Obama,2015-11-17,2015-11-20,Philippines,Manila,"Attended the Trans-Pacific Partnership, Pacific Alliance, and APEC Summit Meetings.",US State Dept Office of the Historian,United States,2015,diplomatic_engagement,True
Barack Obama,2015-11-20,2015-11-22,Malaysia,Kuala Lumpur,Attended ASEAN Summit Meeting.,US State Dept Office of the Historian,United States,2015,,True
Barack Obama,2015-11-22,2015-11-23,Japan,Yokota Air Base,Stopped during return to Washington D.C.,Wikipedia (supplement),United States,2015,stopover,False
Barack Obama,2015-11-30,2015-12-01,France,Paris,Attended the UN Climate Change Conference.,US State Dept Office of the Historian,United States,2015,,True
Barack Obama,2016-03-20,2016-03-22,Cuba,Havana,Met with President Raul Castro.,US State Dept Office of the Historian,United States,2016,diplomatic_engagement,True
Barack Obama,2016-03-23,2016-03-24,Argentina,"Buenos Aires, San Carlos de Bariloche",Met with President Mauricio Macri. Toured Llao Llao Park.,US State Dept Office of the Historian,United States,2016,diplomatic_engagement,True
Barack Obama,2016-04-19,2016-04-19,Germany,Ramstein Air Force Base,Stopped en route to Saudi Arabia.,US State Dept Office of the Historian,United States,2016,stopover,False
Barack Obama,2016-04-20,2016-04-21,Saudi Arabia,Riyadh,Met with King Salman bin Abd-al Aziz Al Saud and attended the U.S.-Gulf Cooperation Council Summit.,US State Dept Office of the Historian,United States,2016,diplomatic_engagement,True
Barack Obama,2016-04-21,2016-04-24,United Kingdom,London,Met with Queen Elizabeth II and Prime Minister David W. D. Cameron.,US State Dept Office of the Historian,United States,2016,diplomatic_engagement,True
Barack Obama,2016-04-24,2016-04-25,Germany,Hannover,"Met with Chancellor Angela Merkel, French President Francois Hollande, Italian Prime Minister Matteo Renzi, and British Prime Minister David W. D. Cameron.",US State Dept Office of the Historian,United States,2016,diplomatic_engagement,True
Barack Obama,2016-05-22,2016-05-22,Japan,Yokota Air Force Base,Stopped en route to Vietnam.,US State Dept Office of the Historian,United States,2016,stopover,False
Barack Obama,2016-05-23,2016-05-25,Vietnam,"Hanoi, Ho Chi Minh City",Met with President Tran Dai Quang and Prime Minister Nguyen Xuan Phuc.,US State Dept Office of the Historian,United States,2016,diplomatic_engagement,True
Barack Obama,2016-05-25,2016-05-29,Japan,"Shima City, Ise, Iwakuni, Hiroshima",Attended the G-7 Economic Summit. Attended ceremonies at the Hiroshima Peace Memorial Park. .,US State Dept Office of the Historian,United States,2016,diplomatic_engagement,True
Barack Obama,2016-06-29,2016-06-29,Canada,Ottawa,Attended the North American Leaders Summit.,US State Dept Office of the Historian,United States,2016,diplomatic_engagement,True
Barack Obama,2016-07-07,2016-07-09,Poland,Warsaw,Attended a NATO Summit Meeting and a NATO leaders’ meeting on Afghanistan.,US State Dept Office of the Historian,United States,2016,,True
Barack Obama,2016-07-09,2016-07-10,Spain,"Madrid, Torrejon Air Base, Rota",Met with Spanish political leaders at Torrejon Air Base and visited Naval Station Rota.,US State Dept Office of the Historian,United States,2016,military_base,False
Barack Obama,2016-09-03,2016-09-05,"China, People’s Republic of",Hangzhou,Attended the G-20 Summit Meeting.,US State Dept Office of the Historian,United States,2016,diplomatic_engagement,True
Barack Obama,2016-09-05,2016-09-09,Laos,"Vientiane, Luang Prabang",Met with President Bounnyang Vorachit and attended an East Asia Summit Meeting.,US State Dept Office of the Historian,United States,2016,diplomatic_engagement,True
Barack Obama,2016-09-09,2016-09-09,Japan,Yokota Air Force Base,Stopped while returning to the United States.,US State Dept Office of the Historian,United States,2016,stopover,False
Barack Obama,2016-09-30,2016-09-30,Israel,Jerusalem,Attended the state funeral of former President Shimon Peres.,US State Dept Office of the Historian,United States,2016,diplomatic_engagement,True
Barack Obama,2016-11-15,2016-11-16,Greece,Athens,Met with President Prokopios Pavlopoulis and Prime Minister Alexios Tsipras.,US State Dept Office of the Historian,United States,2016,diplomatic_engagement,True
Barack Obama,2016-11-16,2016-11-18,Germany,Berlin,"Met with Chancellor Angela Merkel, French President Francois Hollande, Spanish Prime Minister Mariano Rajoy, Italian Prime Minister Matteo Renzi, and British Prime Minister Theresa May.",US State Dept Office of the Historian,United States,2016,diplomatic_engagement,True
Barack Obama,2016-11-18,2016-11-20,Peru,Lima,Met with President Pedro Pablo Kuczynski and attended Trans-Pacific Partnership and APEC Summit Meetings.,US State Dept Office of the Historian,United States,2016,diplomatic_engagement,True
Barack Obama,2016-11-18,2016-11-18,Portugal,Terceira Island,Air Force One refueling stop at Lajes Air Base.,Wikipedia (supplement),United States,2016,stopover;military_base,False
Donald J. Trump,2017-05-20,2017-05-22,Saudi Arabia,Riyadh,Met with King Salman bin Abdel Aziz Al-Saud. Signed military sales agreement. Met with leaders of the Gulf Cooperation Council.,US State Dept Office of the Historian,United States,2017,diplomatic_engagement,True
Donald J. Trump,2017-05-22,2017-05-23,Israel,Jerusalem,Met with President Reuven Rivlin and Prime Minister Benjamin Netanyahu. Visited the Western Wall and Yad Vashem.,US State Dept Office of the Historian,United States,2017,diplomatic_engagement,True
Donald J. Trump,2017-05-23,2017-05-23,Palestinian Authority,Bethlehem,Met with President Mahmoud Abbas.,US State Dept Office of the Historian,United States,2017,diplomatic_engagement,True
Donald J. Trump,2017-05-23,2017-05-24,Italy,Rome,Met with President Sergio Mattarella and Prime Minister Paolo Gentiloni.,US State Dept Office of the Historian,United States,2017,diplomatic_engagement,True
Donald J. Trump,2017-05-23,2017-05-23,Palestine,Bethlehem,Met with Palestinian president Mahmoud Abbas.,Wikipedia (supplement),United States,2017,,True
Donald J. Trump,2017-05-24,2017-05-24,Vatican City,,Met with Pope Francis and Secretary of State Cardinal Pietro Parolin.,US State Dept Office of the Historian,United States,2017,,True
Donald J. Trump,2017-05-24,2017-05-25,Belgium,Brussels,Attended a NATO Summit Meeting.,US State Dept Office of the Historian,United States,2017,,True
Donald J. Trump,2017-05-25,2017-05-27,Italy,"Taormina, Sigonella",Attended the G–7 Summit Meeting. Stopped at NAS Sigonella while returning to the United States.,US State Dept Office of the Historian,United States,2017,stopover;diplomatic_engagement,True
Donald J. Trump,2017-07-05,2017-07-06,Poland,Warsaw,"Met with President Andrzej Duda, delivered a public address, and addressed the Three Seas Summit.",US State Dept Office of the Historian,United States,2017,diplomatic_engagement,True
Donald J. Trump,2017-07-06,2017-07-08,Germany,Hamburg,Attended the G–20 Summit.,US State Dept Office of the Historian,United States,2017,diplomatic_engagement,True
Donald J. Trump,2017-07-13,2017-07-14,France,Paris,Official visit. Met with President Emmanuel Macron. Commemorated Bastille Day and the entry of the United States into World War I.,US State Dept Office of the Historian,United States,2017,diplomatic_engagement,True
Donald J. Trump,2017-11-05,2017-11-07,Japan,"Kawagoe, Tokyo",Met with Prime Minister Shinzō Abe and Emperor Akihito.,US State Dept Office of the Historian,United States,2017,diplomatic_engagement,True
Donald J. Trump,2017-11-07,2017-11-08,"Korea, Republic of","Osan, Seoul",Met with President Moon Jae-in. Visited U.S. Military personnel at Garrisons Humphreys and Yongsan.,US State Dept Office of the Historian,United States,2017,military_base;diplomatic_engagement,True
Donald J. Trump,2017-11-08,2017-11-10,"China, People’s Republic of",Beijing,Met with President Xi Jinping. State Dinner.,US State Dept Office of the Historian,United States,2017,diplomatic_engagement,True
Donald J. Trump,2017-11-10,2017-11-12,Vietnam,"Danang, Hanoi",Attended the APEC Economic Leaders Meeting. Met with President Tran Dai Quang.,US State Dept Office of the Historian,United States,2017,diplomatic_engagement,True
Donald J. Trump,2017-11-12,2017-11-14,Philippines,Manila,Met with President Rodrigo Duterte and attended the 31st ASEAN Summit Meeting.,US State Dept Office of the Historian,United States,2017,diplomatic_engagement,True
Donald J. Trump,2018-01-24,2018-01-26,Switzerland,Davos,Attended the 2018 World Economic Forum.,US State Dept Office of the Historian,United States,2018,,True
Donald J. Trump,2018-06-09,2018-06-09,Canada,Charlevoix,Attended the G–7 meetings.,US State Dept Office of the Historian,United States,2018,diplomatic_engagement,True
Donald J. Trump,2018-06-10,2018-06-13,Singapore,Singapore,Participated in the summit with North Korean leader Kim Jong-un and bilateral events with Singaporean Prime Minister Lee Hsien Loong.,US State Dept Office of the Historian,United States,2018,diplomatic_engagement,True
Donald J. Trump,2018-07-10,2018-07-12,Belgium,Brussels,Attended NATO Summit Meeting.,US State Dept Office of the Historian,United States,2018,,True
Donald J. Trump,2018-07-12,2018-07-13,United Kingdom,London,Met with Queen Elizabeth II and Prime Minister Theresa May.,US State Dept Office of the Historian,United States,2018,diplomatic_engagement,True
Donald J. Trump,2018-07-16,2018-07-16,Finland,Helsinki,Bilateral meeting with Russian President Vladimir Putin.,US State Dept Office of the Historian,United States,2018,diplomatic_engagement,True
Donald J. Trump,2018-11-10,2018-11-11,France,Paris,Commemorated the 100th anniversary of the end of the WWI and met with French President Emmanuel Macron.,US State Dept Office of the Historian,United States,2018,,True
Donald J. Trump,2018-11-29,2018-12-01,Argentina,Buenos Aires,Participated in the G–20 Leaders’ Summit.,US State Dept Office of the Historian,United States,2018,,True
Donald J. Trump,2018-12-26,2018-12-26,Iraq,Al Asad Airbase,Visited with U.S. military personnel serving in Western Iraq accompanied by First Lady Melania Trump. This was the president's second trip to a U.S. combat zone.,Wikipedia (supplement),United States,2018,military_base,False
Donald J. Trump,2018-12-26,2018-12-27,Germany,Ramstein Air Base,"Visited with United States Armed Forces serving in Rhineland-Palatinate, Germany.",Wikipedia (supplement),United States,2018,military_base,False
Donald J. Trump,2019-02-27,2019-02-28,Vietnam,Hanoi,Attended the second North Korea-U.S. summit.,US State Dept Office of the Historian,United States,2019,diplomatic_engagement,True
Donald J. Trump,2019-05-25,2019-05-28,Japan,Tokyo,State Visit following the enthronement of Emperor Naruhito.,US State Dept Office of the Historian,United States,2019,diplomatic_engagement,True
Donald J. Trump,2019-06-03,2019-06-05,United Kingdom,London,State Visit.,US State Dept Office of the Historian,United States,2019,diplomatic_engagement,True
Donald J. Trump,2019-06-05,2019-06-06,Ireland,"Shannon,County Clare",Met with Taoiseach Leo Varadkar. Spent one night at his International golf resort in Doonbeg.,Wikipedia (supplement),United States,2019,private;diplomatic_engagement,True
Donald J. Trump,2019-06-06,2019-06-06,France,"Colleville-sur-Mer, Caen",Attended remembrance ceremony on the 75th Anniversary of D-Day.,US State Dept Office of the Historian,United States,2019,,True
Donald J. Trump,2019-06-06,2019-06-07,Ireland,"Shannon,County Clare",Spent one night at his International golf resort in Doonbeg,Wikipedia (supplement),United States,2019,private,True
Donald J. Trump,2019-06-28,2019-06-30,Japan,Osaka,Participated in the G–20 Leaders’ Summit.,US State Dept Office of the Historian,United States,2019,,True
Donald J. Trump,2019-06-30,2019-06-30,"Korea, South",Seoul,"Met with President Moon Jae-in, and crossed briefly into North Korean territory where he was photographed with and spoke to Chairman Kim Jong-un.",US State Dept Office of the Historian,United States,2019,diplomatic_engagement,True
Donald J. Trump,2019-06-30,2019-06-30,North Korea,Joint Security Area,"Briefly walked into the northern side of the Joint Security Area of the Korean Demilitarized Zone, accompanied by North Korean chairman Kim Jong Un, becoming the first sitting U.S. president to enter North Korea.",Wikipedia (supplement),United States,2019,,True
Donald J. Trump,2019-08-24,2019-08-26,France,Biarritz,Attended the G–7 Summit Meeting.,US State Dept Office of the Historian,United States,2019,diplomatic_engagement,True
Donald J. Trump,2019-11-28,2019-11-28,Afghanistan,Bagram,Visited U.S. troops at Bagram Airfield.,US State Dept Office of the Historian,United States,2019,military_base,False
Donald J. Trump,2019-12-03,2019-12-04,United Kingdom,London,Led U.S. delegation to attend the NATO Leaders Meeting.,US State Dept Office of the Historian,United States,2019,,True
Donald J. Trump,2020-01-21,2020-01-22,Switzerland,Davos,Attended the 2020 World Economic Forum.,US State Dept Office of the Historian,United States,2020,,True
Donald J. Trump,2020-02-24,2020-02-25,India,New Delhi,Met with Prime Minister Narendra Modi.,US State Dept Office of the Historian,United States,2020,diplomatic_engagement,True
Joseph R. Biden,2021-06-09,2021-06-13,United Kingdom,"London, Cornwall",Met with Prime Minister Boris Johnson and Queen Elizabeth II. Attended the G7 Summit.,US State Dept Office of the Historian,United States,2021,diplomatic_engagement,True
Joseph R. Biden,2021-06-13,2021-06-15,Belgium,Brussels,Met with King Philippe and Prime Minister Alexander De Croo. Attended the NATO Summit.,US State Dept Office of the Historian,United States,2021,diplomatic_engagement,True
Joseph R. Biden,2021-06-15,2021-06-16,Switzerland,Geneva,Met with President Guy Parmelin and Foreign Minister Ignazio Cassis. Attended a summit meeting with Russian President Vladimir Putin.,US State Dept Office of the Historian,United States,2021,diplomatic_engagement,True
Joseph R. Biden,2021-10-29,2021-10-29,Vatican City,,Met with Pope Francis.,US State Dept Office of the Historian,United States,2021,,True
Joseph R. Biden,2021-10-29,2021-11-01,Italy,Rome,"Attended the G20 Leader's Summit. Met with Prime Minister Mario Draghi, President Emmanuel Macron, Chancellor Angela Merkel, and Prime Minister Boris Johnson.",US State Dept Office of the Historian,United States,2021,diplomatic_engagement,True
Joseph R. Biden,2021-11-01,2021-11-02,United Kingdom,Glasgow,Attended the United Nations Climate Change Conference.,US State Dept Office of the Historian,United States,2021,,True
Joseph R. Biden,2021-11-01,2021-11-02,United Kingdom,Glasgow,"Attended World Leader Summit at the start of the COP26, the 26th Conference of the Parties to the U.N. Framework Convention on Climate Change.",US State Dept Office of the Historian,United States,2021,,True
Joseph R. Biden,2022-03-24,2022-03-25,Belgium,Brussels,Attended the NATO Extraordinary Summit.,US State Dept Office of the Historian,United States,2022,diplomatic_engagement,True
Joseph R. Biden,2022-03-25,2022-03-26,Poland,"Rzeszow, Warsaw",Met with President Andrzej Duda.,US State Dept Office of the Historian,United States,2022,diplomatic_engagement,True
Joseph R. Biden,2022-03-26,2022-03-26,United Kingdom,Mildenhall,Briefly stopped at RAF Mildenhall to visit troops as Air Force One was being refueled.,Wikipedia (supplement),United States,2022,stopover;military_base,False
Joseph R. Biden,2022-05-19,2022-05-21,"Korea, South",Seoul,Met with President Yoon Suk Yeol.,US State Dept Office of the Historian,United States,2022,diplomatic_engagement,True
Joseph R. Biden,2022-05-21,2022-05-24,Japan,Tokyo,Met with Japanese Prime Minister Kishida Fumio and attended the Quad Leaders’ Summit.,US State Dept Office of the Historian,United States,2022,diplomatic_engagement,True
Joseph R. Biden,2022-06-25,2022-06-28,Germany,Schloss Elmau,Attended the G7 Leaders’ Summit.,US State Dept Office of the Historian,United States,2022,diplomatic_engagement,True
Joseph R. Biden,2022-06-28,2022-06-30,Spain,Madrid,Met with Prime Minister Pedro Sánchez Perez-Castejon and participated in the Madrid NATO Summit.,US State Dept Office of the Historian,United States,2022,diplomatic_engagement,True
Joseph R. Biden,2022-07-13,2022-07-15,Israel,Jerusalem,Consulted with regional partners.,US State Dept Office of the Historian,United States,2022,,True
Joseph R. Biden,2022-07-15,2022-07-15,West Bank,Ramallah,Consulted with regional partners.,US State Dept Office of the Historian,United States,2022,,True
Joseph R. Biden,2022-07-15,2022-07-16,Saudi Arabia,Jeddah,Met with King Salman bin Abd al-Aziz Al Saud and Crown Prince Muhammad bin Salman bin Abd al-Aziz Al Saud. Attended Summit of the Gulf Cooperation Council.,US State Dept Office of the Historian,United States,2022,diplomatic_engagement,True
Joseph R. Biden,2022-07-16,2022-07-16,United Kingdom,Mildenhall,Briefly stopped at RAF Mildenhall to refuel Air Force One.,Wikipedia (supplement),United States,2022,stopover;military_base,False
Joseph R. Biden,2022-09-17,2022-09-19,United Kingdom,London,"Paid respects at the Queen's lying in state, met with the new King Charles III at a reception at Buckingham Palace and attended the state funeral of Queen Elizabeth II at Westminster Abbey.",Wikipedia (supplement),United States,2022,diplomatic_engagement,True
Joseph R. Biden,2022-11-11,2022-11-11,Egypt,Sharm el-Sheikh,Attended the 2022 United Nations Climate Change Conference.,US State Dept Office of the Historian,United States,2022,,True
Joseph R. Biden,2022-11-12,2022-11-13,Cambodia,Phnom Penh,Participated in the U.S.-ASEAN and East Asia Summits.,US State Dept Office of the Historian,United States,2022,,True
Joseph R. Biden,2022-11-13,2022-11-16,Indonesia,Bali,Participated in the G20 Leaders’ Summit.,US State Dept Office of the Historian,United States,2022,,True
Joseph R. Biden,2023-01-08,2023-01-10,Mexico,Mexico City,Attended the North American Leaders' Summit.,US State Dept Office of the Historian,United States,2023,diplomatic_engagement,True
Joseph R. Biden,2023-02-20,2023-02-20,Ukraine,Kyiv,Met with President Zelensky to mark the one-year anniversary of Russia’s invasion of Ukraine.,US State Dept Office of the Historian,United States,2023,diplomatic_engagement,True
Joseph R. Biden,2023-02-21,2023-02-22,Poland,Warsaw,Met with President Andrzej Duda and attended summit with leaders of the Bucharest Nine Eastern Flank NATO Allies and NATO Secretary General Jens Stoltenberg.,US State Dept Office of the Historian,United States,2023,diplomatic_engagement,True
Joseph R. Biden,2023-03-23,2023-03-24,Canada,Ottawa,Met with Governor General Mary Simon and Prime Minister Justin Trudeau. Addressed a joint session of the Canadian Parliament.,Wikipedia (supplement),United States,2023,,True
Joseph R. Biden,2023-04-11,2023-04-12,United Kingdom,Belfast,Commemorated the 25th Anniversary of the Belfast/Good Friday Agreement.,US State Dept Office of the Historian,United States,2023,,True
Joseph R. Biden,2023-04-12,2023-04-14,Ireland,Dublin,Met with Prime Minister Leo Varadkar and President Michael D. Higgins.,US State Dept Office of the Historian,United States,2023,diplomatic_engagement,True
Joseph R. Biden,2023-05-18,2023-05-21,Japan,Hiroshima,Attended the G7 Summit and participated in other bilateral and multilateral meetings.,US State Dept Office of the Historian,United States,2023,diplomatic_engagement,True
Joseph R. Biden,2023-07-09,2023-07-10,United Kingdom,London,Met with Prime Minister Rishi Sunak and King Charles III.,US State Dept Office of the Historian,United States,2023,diplomatic_engagement,True
Joseph R. Biden,2023-07-11,2023-07-12,Lithuania,Vilnius,Attended NATO Summit.,US State Dept Office of the Historian,United States,2023,,True
Joseph R. Biden,2023-07-13,2023-07-13,Finland,Helsinki,"Met with the President of Finland and the Prime Ministers of Denmark, Iceland, Norway, and Sweden for the third U.S.-Nordic Leaders’ Summit",US State Dept Office of the Historian,United States,2023,,True
Joseph R. Biden,2023-09-07,2023-09-10,India,New Delhi,Met with Prime Minister Narendra Modi and attended the G20 Leaders' Summit.,US State Dept Office of the Historian,United States,2023,diplomatic_engagement,True
Joseph R. Biden,2023-09-10,2023-09-11,Vietnam,Hanoi,Met with President Vo Van Thuong and Prime Minister Pham Minh Chinh.,US State Dept Office of the Historian,United States,2023,diplomatic_engagement,True
Joseph R. Biden,2023-10-18,2023-10-18,Israel,Tel Aviv,Met with Prime Minister Benjamin Netanyahu.,US State Dept Office of the Historian,United States,2023,diplomatic_engagement,True
Joseph R. Biden,2024-06-04,2024-06-09,France,"Normandy, Paris",Commemorated the 80th anniversary of the D-Day landing at Normandy in World War II as part of a State Visit. He also met with President Volodymyr Zelenskyy of Ukraine.,US State Dept Office of the Historian,United States,2024,diplomatic_engagement,True
Joseph R. Biden,2024-06-13,2024-06-14,Italy,"Savelletri, Fasano, Apulia",Attended the G7 Leaders’ Summit.,US State Dept Office of the Historian,United States,2024,diplomatic_engagement,True
Joseph R. Biden,2024-10-17,2024-10-18,Germany,Berlin,Met with Chancellor Olaf Scholz.,US State Dept Office of the Historian,United States,2024,diplomatic_engagement,True
Joseph R. Biden,2024-11-15,2024-11-17,Peru,Lima,Met with President Dina Boluarte and with President Xi Jinping of China.,US State Dept Office of the Historian,United States,2024,diplomatic_engagement,True
Joseph R. Biden,2024-11-18,2024-11-19,Brazil,"Manaus, Rio de Janeiro",Participated in the G20 Leaders’ Summit.,US State Dept Office of the Historian,United States,2024,,True
Joseph R. Biden,2024-12-02,2024-12-04,Angola,Luanda,Met with President João Lourenço.,US State Dept Office of the Historian,United States,2024,diplomatic_engagement,True
Joseph R. Biden,2024-12-02,2024-12-02,Cape Verde,Sal,"Briefly stopped at Amílcar Cabral International Airport, becoming the first sitting US president to visit the country. Met with Prime Minister Ulisses Correia e Silva.",Wikipedia (supplement),United States,2024,stopover;diplomatic_engagement,True
Donald J. Trump,2025-04-25,2025-04-26,Italy,Rome,"Transited through Italy to Vatican City for the funeral of Pope Francis. Spent the night at Villa Taverna, the residence of the U.S. ambassador to Italy.",Wikipedia (supplement),United States,2025,stopover,False
Donald J. Trump,2025-04-26,2025-04-26,Vatican City State,Vatican City,Attended the funeral of Pope Francis at St. Peter's Square.,Wikipedia (supplement),United States,2025,diplomatic_engagement,True
Donald J. Trump,2025-05-13,2025-05-14,Saudi Arabia,Riyadh,"Main article: May 2025 visit by Donald Trump to the Middle East Met with Crown Prince Mohammed bin Salman and King Salman. Visited The Royal Court Palace and At-Turaif World Heritage Site for Saudi State dinner. Participated in a Saudi-U.S. Investment Forum at the King Abdulaziz Conference Center. Attended the GCC Summit. Also met with Syrian president Ahmed al-Sharaa, becoming the first sitting U",Wikipedia (supplement),United States,2025,diplomatic_engagement,True
Donald J. Trump,2025-05-14,2025-05-15,Qatar,Doha,Met with Emir Tamim bin Hamad Al Thani at the Amiri Diwan. Visited Lusail Palace for Qatari State dinner. Delivered remarks with troops at Al Udeid Air Base.,Wikipedia (supplement),United States,2025,military_base;diplomatic_engagement,True
Donald J. Trump,2025-05-15,2025-05-16,United Arab Emirates,Abu Dhabi,Visited the Sheikh Zayed Grand Mosque. Met with President Mohamed bin Zayed Al Nahyan at Qasr Al Watan. Also visited the Abrahamic Family House. Trump made a refueling stop at RAF Mildenhall in the United Kingdom enroute back to the United States.,Wikipedia (supplement),United States,2025,stopover;military_base;diplomatic_engagement,True
Donald J. Trump,2025-06-15,2025-06-16,Canada,Kananaskis,"Attended the 51st G7 summit. Held bilateral meetings with Prime Minister Mark Carney, German chancellor Friedrich Merz and British prime minister Keir Starmer. Trump left the summit a day early.",Wikipedia (supplement),United States,2025,diplomatic_engagement,True
Donald J. Trump,2025-06-24,2025-06-25,Netherlands,The Hague,Attended the 35th NATO summit at the World Forum. Met with King Willem-Alexander and Queen Máxima at Huis ten Bosch. Held bilateral meetings with Prime Minister Dick Schoof and NATO Secretary General Mark Rutte.,Wikipedia (supplement),United States,2025,diplomatic_engagement,True
Donald J. Trump,2025-07-25,2025-07-29,United Kingdom,Turnberry and Aberdeenshire,Made a private trip to Scotland and visited his golf course in Turnberry as well as his property in Aberdeenshire. He met with European Commission president Ursula von der Leyen and successfully reached a trade deal with the European Union. He also met with Prime Minister Keir Starmer to finalize a trade agreement between the United States and the United Kingdom. Trump had a private dinner with th,Wikipedia (supplement),United States,2025,private;diplomatic_engagement,True
Donald J. Trump,2025-09-16,2025-09-18,United Kingdom,"Windsor, London, Chequers","Main article: 2025 state visit by Donald Trump to the United Kingdom State Visit. Met with King Charles III, Queen Camilla, Prince William, and Princess Catherine at Windsor Castle and Prime Minister Keir Starmer at Chequers. Visited tomb of Queen Elizabeth II at the King George VI Memorial Chapel at St George's Chapel.",Wikipedia (supplement),United States,2025,diplomatic_engagement,True
Donald J. Trump,2025-10-13,2025-10-13,Israel,Jerusalem,"Met with Prime Minister Benjamin Netanyahu, in order to finalize a Gaza hostages-for-ceasefire deal. Also met with hostage families and addressed the Knesset.",Wikipedia (supplement),United States,2025,diplomatic_engagement,True
Donald J. Trump,2025-10-13,2025-10-13,Egypt,Sharm El Sheikh,Attended a Middle East Peace Ceremony at the Tonino Lamborghini International Convention Center in order to finalize a Gaza hostages-for-ceasefire deal.,Wikipedia (supplement),United States,2025,,True
Donald J. Trump,2025-10-25,2025-10-25,Qatar,Al Udeid Air Base,"During a refueling stop en route to Malaysia, attended a bilateral meeting with Emir Tamim bin Hamad Al Thani and Prime Minister Mohammed bin Abdulrahman bin Jassim Al Thani.",Wikipedia (supplement),United States,2025,stopover;diplomatic_engagement,True
Donald J. Trump,2025-10-26,2025-10-27,Malaysia,Kuala Lumpur,"Attended the 47th ASEAN summit. Also attended the signing ceremony of a Kuala Lumpur Peace Accord with Cambodian prime minister Hun Manet and Thai prime minister Anutin Charnvirakul at the Kuala Lumpur Convention Centre. Met with Prime Minister Anwar Ibrahim, Vietnamese prime minister Phạm Minh Chính and Brazilian president Luiz Inácio Lula da Silva.",Wikipedia (supplement),United States,2025,diplomatic_engagement,True
Donald J. Trump,2025-10-27,2025-10-29,Japan,"Tokyo, Yokosuka",Met with Emperor Naruhito at the Tokyo Imperial Palace and Prime Minister Sanae Takaichi at Akasaka Palace. Visited with troops and delivered remarks on the USS George Washington at Yokosuka Naval Base.,Wikipedia (supplement),United States,2025,diplomatic_engagement,True
Donald J. Trump,2025-10-29,2025-10-30,South Korea,"Gyeongju, Busan","Met with President Lee Jae Myung at the Gyeongju National Museum. Was awarded the Grand Order of Mugunghwa. Delivered remarks at the APEC CEO Luncheon at Gyeongju Arts Center and participated in a U.S.–APEC Leaders Working Dinner at Hilton Hotel Gyeongju. In Busan, President Trump attended the summit meeting with Chinese leader Xi Jinping.",Wikipedia (supplement),United States,2025,diplomatic_engagement,True
Donald J. Trump,2026-01-21,2026-01-22,Switzerland,Davos,Attended the annual meeting of the World Economic Forum.,Wikipedia (supplement),United States,2026,diplomatic_engagement,True
Donald J. Trump,2026-05-13,2026-05-15,China,Beijing,Main article: 2026 state visit by Donald Trump to China State visit. Met with CCP General Secretary and President Xi Jinping.,Wikipedia (supplement),United States,2026,diplomatic_engagement,True
Donald J. Trump,2026-06-15,2026-06-17,France,"Évian-les-Bains, Versailles","Attended the 52nd G7 summit. He held bilateral meetings with French President Emmanuel Macron, Qatari Emir Tamim bin Hamad Al Thani, Emirati President Mohamed bin Zayed Al Nahyan, Egyptian President Abdel Fattah el-Sisi, and Indian Prime Minister Narendra Modi. Attended a dinner with French President Emmanuel Macron at the Palace of Versailles and festivities celebrating the United States Semiquin",Wikipedia (supplement),United States,2026,diplomatic_engagement,True
